novel_id,title,author,ranking,overall_score,story_score,writing_score,character_score,feedback,evaluation_date
16818093081433008062,左遷錬金術師の辺境暮らし　～元エリートは二度目の人生も失敗したので辺境でのんびりとやり直すことにしました～,不明,83,1.6,1.8,1.5,1.2,転生ものの典型的な設定でオリジナリティに欠ける。主人公の自己憐憫が過剰で読者に共感を呼びにくい。文章は平易だが、深みのある描写に乏しい。キャラクターの成長は今後の展開に期待したい。,2025-04-04 13:07:02.433167
16818093086328995985,オタクを拗らせて人間関係が崩壊した俺がいつのまにか男の少ない世の中に転生？していた,不明,57,1.6,1.8,1.5,1.2,主人公の内面描写はあるが、ストーリー展開が単調でオリジナリティに欠ける。文章は感情表現に偏り、キャラクターの深みや成長が不十分。全体として未熟な印象が強い。,2025-04-04 13:01:58.439416
16818093089977340495,転生凡人の英雄作成教室～冒険者として限界を迎えた俺、仕方なく今後のための金稼ぎ目的で田舎に教室開いたら、教え子が最強になった～,不明,67,1.6,1.8,1.5,1.2,プロローグから世界観やキャラクターの設定は伝わるが、ストーリーの展開やオリジナリティに欠ける。文章は平易だが、表現力に乏しく、キャラクターの魅力も表面的。総合的には凡庸なライトノベルと言える。,2025-04-04 13:03:46.425629
16818093091603449614,アラサーからのダンジョン探索～英雄は目指さない。マイペースに遊びながら稼ぎます～,不明,96,1.6,1.8,1.5,1.2,ダンジョン探索という設定はありきたりだが、主人公の年齢や動機に独自性が見られる。文章は平易だが冗長で、キャラクター描写は表面的。全体として凡庸なライトノベル作品。,2025-04-04 13:09:28.920803
16818093091870749139,追放騎士は冒険者に転職する　〜元騎士隊長のおっさん、実力隠して異国の田舎で自由気ままなスローライフを送りたい〜,不明,40,1.6,1.8,1.5,1.2,ストーリーは典型的な追放ものだが、オリジナリティに欠ける。文章は平易だが表現力不足。主人公のキャラクターは一貫しているが深みがない。全体的に凡庸なライトノベル。,2025-04-04 12:58:39.755381
16818093092898915393,TS転生者、前世の技術を活かして大バズり。瞬く間に一大Vtuberになった件,不明,75,1.6,1.8,1.5,1.2,転生ものの定番を踏襲しつつも、異世界と現代日本を行き来する設定にオリジナリティはある。しかし、文章の冗長さやキャラクターの描写が浅く、全体的に未熟な印象。プロットの可能性はあるが、練度不足が目立つ。,2025-04-04 13:05:25.561342
16818093093027265927,悪役転生ー努力に疲れた僕はサボるぜ！平和ボケのサボり魔は破滅を回避する！,不明,84,1.6,1.8,1.5,1.2,転生悪役ものの定番をなぞるが、オリジナリティに欠ける。文章は平易だが冗長で、主人公の内面描写が浅く一面的。世界観や設定の掘り下げ不足が目立つ。,2025-04-04 13:07:12.576887
16818093093549908428,ダンジョンサバイバルinゾンビワールド,不明,39,1.6,1.8,1.5,1.2,ダンジョンとゾンビというジャンルの組み合わせは興味深いが、展開が陳腐でオリジナリティに欠ける。文章は平易だが描写が表面的で、キャラクターの掘り下げが不十分。全体として凡庸なライトノベル作品。,2025-04-04 12:58:26.650885
16818093093607351503,【爆アド】生まれた直後から最強悪霊と脳内バトルしてたら魔力量が測定可能域を超えてました〜悪憑の子の謙虚な覇道〜,不明,31,1.6,1.8,1.5,1.2,転生ファンタジーの定型を踏襲しているが、地震シーンと降霊儀式の接続が唐突。主人公の内面描写は浅く、悪霊との対立構図も陳腐。文章は平易だが、情感に欠ける。,2025-04-04 12:56:58.504488
16818093093607830799,魔法コード解析して魔道具作ってたら魔王学園生徒会長にヘッドハンティングされた～魔法技師の楽しい魔道具作りライフ～,不明,64,1.6,1.8,1.5,1.2,転生ファンタジーとしての設定はあるが、展開が陳腐でオリジナリティに欠ける。文章は平易だが表現力に乏しく、キャラクターの描写も表面的。全体として凡庸なライトノベル作品。,2025-04-04 13:03:14.084808
16818093093787060610,世界最強の魔力持ちは平穏に暮らしたい！～何故か王太子殿下に執着されています～,不明,48,1.6,1.8,1.5,1.2,ストーリーは王道の展開でオリジナリティに欠ける。文章は平易だが描写が平板で深みがない。キャラクターの設定はあるが心理描写が浅く共感しにくい。全体的に凡庸な作品。,2025-04-04 13:00:16.114883
16818093094076464611,モンスターが現れるようになった現代世界で悪魔として生きていく,不明,46,1.6,1.8,1.5,1.2,基本設定は詳細だが、物語性やキャラクターの深みに欠ける。ゲーム的要素が強く、文学的価値は低い。,2025-04-04 12:59:50.003596
16818093094084116982,破滅確定の悪役貴族、【絶対快眠】スキルで最強魔法使いになったので、学園スローライフを満喫する,不明,62,1.6,1.8,1.5,1.2,転生ものの定番を踏襲しているが、オリジナリティに欠ける。文章は平易で読みやすいが、描写が表面的。キャラクターの掘り下げが不十分で、悪役貴族という設定を活かしきれていない。,2025-04-04 13:02:52.141766
16818093094618995915,どうせ主人公に倒される悪役なので、それまで完全解放した禁術で好き放題やるわ～えっ、根がいい奴だからってヒロインだけじゃなく主人公の好感度も最初からMAXだと!?　いや絶対気のせいだ。騙されないぞ～,不明,35,1.6,1.8,1.5,1.2,転生悪役ものの定型を踏襲するが、オリジナリティに欠ける。文章は軽妙だが深みがなく、キャラクターの描写も表面的。全体として凡作の域を出ない。,2025-04-04 12:57:40.502075
16818622170205333873,嫁の浮気を疑ったら、俺はいつの間にかど田舎暮らしをすることになったんだが,不明,59,1.6,1.8,1.5,1.2,ストーリーは日常的な設定から始まるが、展開にオリジナリティが乏しい。文章は平易だが表現力に欠け、キャラクターの描写も表面的。全体として凡庸な作品。,2025-04-04 13:02:17.764601
16818622170588875857,アイドル人気ランキング最下位厨、黙って応援し続けていたらいつの間にか修羅場になっていた件,不明,25,1.6,1.8,1.5,1.2,ストーリー性は平凡で展開に乏しく、キャラクターの深みも不足している。文章は砕けすぎて統一感がなく、全体的に未熟な印象。アイドルファンの心理描写はあるが、物語としての魅力に欠ける。,2025-04-04 12:55:47.875846
16818622171274581043,宝くじが当たったボッチの俺が、高嶺の花で隠れドスケベな巨乳生徒会長を買ったら、日々エロく迫られて人生が変わった,不明,77,1.6,1.8,1.5,1.2,ストーリーは典型的なラブコメの枠組みでオリジナリティに欠ける。文章は読みやすいが表現が稚拙で、キャラクターの描写も表面的。全体として商業作品としての完成度は低い。,2025-04-04 13:05:46.446932
16818622171396447975,努力家な転生第六皇子～前世凡人だった第六皇子、幼少期からの努力の果てに『禁忌魔法』を会得し、世界最高峰の天才と化す,不明,51,1.6,1.8,1.5,1.2,転生ものの典型的な導入でオリジナリティに欠ける。文章は平易だが描写が浅く、キャラクターの掘り下げ不足が目立つ。,2025-04-04 13:00:52.363557
16818622171400127537,前世の記憶を思い出した俺、クズ令息に転生したようだが前世でプレイしていたゲームの能力を引き継いでいたようなので何とかなりそうです。,不明,17,1.6,1.8,1.5,1.2,転生ものの定番を踏襲しているが、展開が単調でオリジナリティに欠ける。文章は読みやすいが表現力に乏しく、キャラクターの描写も表面的で深みがない。,2025-04-04 12:54:23.038077
16818622171811208654,妹とTPSするために修行してたらなんか世界記録だしてなんか有名Vtuberに目をつけられてなんか大バズりした,不明,26,1.6,1.8,1.5,1.2,ゲーム要素と兄妹関係の融合は興味深いが、ストーリー展開が単調で予測可能。文章は平易だが描写が浅く、キャラクターの掘り下げ不足が目立つ。全体としてライトノベルの定型から抜け出せていない。,2025-04-04 12:56:01.468674
16818622171886493738,上司に怠慢と言われたので異世界転居します。騙され森の家買ったけどスキル『モデリング』で森林開拓してたらいつの間にか神獣達に愛されてた～異世界セミファイア生活～,不明,20,1.6,1.8,1.5,1.2,現代社会の疲弊を異世界転移で解決するという設定は一定の需要があるが、展開が陳腐で予測可能。文章は平易だが描写が浅く、キャラクターの心理描写も表面的。全体として凡庸なライトノベル作品。,2025-04-04 12:54:53.222682
